Brand,UserID,Likes
Popeyes,Linnet,93
Popeyes,Kendre,92
Popeyes,Robbin,95
KFC,Carmine,91
KFC,Ardelia,98
Popeyes,Marillin,92
JingaChicken,Josefa,98
KFC,Letti,99
KFC,Mariya,100
Popeyes,Penni,100
JingaChicken,Bianka,99
Popeyes,Brittney,96
Popeyes,Gilberta,90
Popeyes,Gerrilee,96
KFC,Feliza,98
KFC,Rochelle,98
JingaChicken,Lane,95
KFC,Korella,94
KFC,Alicea,90
Popeyes,Adria,94
Popeyes,Brianne,95
JingaChicken,Calida,96
JingaChicken,Joellen,100
Popeyes,Marlyn,96
Popeyes,Maud,95
JingaChicken,Ariella,99
KFC,Sophronia,96
KFC,Revkah,100
JingaChicken,Ivette,93
KFC,Dell,91
JingaChicken,Gussi,100
JingaChicken,Yoshiko,91
Popeyes,Sharleen,96
JingaChicken,Hortense,92
Popeyes,Jacqui,92
KFC,Robyn,91
KFC,Gabbie,96
KFC,Erinn,100
Popeyes,Timmy,90
JingaChicken,Cassy,97
JingaChicken,Marney,90
Popeyes,Carree,91
KFC,Jourdan,98
JingaChicken,Melisent,94
JingaChicken,Jeniece,92
JingaChicken,Eula,92
Popeyes,Estrellita,95
JingaChicken,Ame,99
Popeyes,Esma,93
JingaChicken,Eleen,95
Popeyes,Gloria,96
Popeyes,Devon,94
JingaChicken,Tybie,98
Popeyes,Hermione,90
Popeyes,Jodie,93
Popeyes,Isidora,92
KFC,Danice,94
KFC,Bliss,92
JingaChicken,Becki,92
KFC,Shir,98
KFC,Patti,98
JingaChicken,Danita,91
Popeyes,Viva,98
KFC,Manda,97
JingaChicken,Dallas,90
KFC,Elsy,97
Popeyes,Nixie,91
Popeyes,Chastity,99
Popeyes,Pamelina,92
Popeyes,Cammy,91
KFC,Caritta,95
KFC,Lanita,100
Popeyes,Elset,99
Popeyes,Liana,99
JingaChicken,Amii,100
KFC,Crystal,94
KFC,Cindie,96
JingaChicken,Amelia,96
JingaChicken,Martie,90
Popeyes,Brittany,90
JingaChicken,Linnie,95
JingaChicken,Brande,94
KFC,Pen,100
Popeyes,Darrelle,97
JingaChicken,Elena,92
KFC,Glynis,99
Popeyes,Jasmine,96
KFC,Milicent,94
KFC,Lil,90
Popeyes,Mechelle,91
Popeyes,Laurella,99
Popeyes,Laurette,96
Popeyes,Marrissa,90
JingaChicken,Linzy,91
KFC,Chandal,91
JingaChicken,Elita,95
KFC,Hildagarde,96
Popeyes,Marna,90
JingaChicken,Moll,90
KFC,Aubrie,95
KFC,Bernette,98
KFC,Brynn,99
Popeyes,Sonny,91
KFC,Jacquette,94
Popeyes,Lorianna,94
Popeyes,Micki,95
Popeyes,Arabela,93
JingaChicken,Vannie,94
KFC,Diahann,98
JingaChicken,Raphaela,93
Popeyes,Stoddard,94
KFC,Casi,92
Popeyes,Felicia,97
Popeyes,Emilee,94
KFC,Gena,92
Popeyes,Bertine,99
JingaChicken,Flossi,94
Popeyes,Marjory,98
KFC,Desiri,98
Popeyes,Zola,99
Popeyes,Debora,98
KFC,Layney,94
JingaChicken,Ernesta,98
JingaChicken,Nadean,91
Popeyes,Gracia,92
Popeyes,Happy,100
Popeyes,Michel,94
KFC,Deirdre,96
JingaChicken,Hildegaard,91
Popeyes,Erda,93
KFC,Dacy,99
JingaChicken,Myrtia,94
Popeyes,Ketty,99
Popeyes,Jany,92
KFC,Nalani,93
KFC,Audrie,98
Popeyes,Gwen,93
JingaChicken,Renie,93
KFC,Tybi,94
JingaChicken,Theressa,94
KFC,Aloise,99
KFC,Katy,97
KFC,Lauralee,99
KFC,Paulie,94
JingaChicken,Catherine,100
KFC,Freddy,98
KFC,Sharla,97
JingaChicken,Chickie,96
Popeyes,Hedwiga,90
KFC,Maurine,91
Popeyes,Nadya,97
Popeyes,Olva,99
KFC,Frank,91
Popeyes,Theodosia,91
KFC,Aubry,98
Popeyes,Seline,91
KFC,Pris,95
Popeyes,Jorry,91
Popeyes,Doe,93
Popeyes,Eileen,95
KFC,Celie,100
JingaChicken,Winona,99
Popeyes,Torie,93
JingaChicken,Pietra,96
Popeyes,Sarine,99
JingaChicken,Noelle,96
JingaChicken,Barbette,93
KFC,Annie,90
KFC,Ashlan,100
Popeyes,Priscella,99
KFC,Jazmin,93
KFC,Mareah,98
Popeyes,Janeczka,96
JingaChicken,Dawn,96
JingaChicken,Zoe,91
JingaChicken,Issi,96
JingaChicken,Sisely,94
JingaChicken,Jazmin,93
JingaChicken,Willabella,96
JingaChicken,Ericka,95
KFC,Tressa,95
JingaChicken,Billie,91
Popeyes,Maryanna,91
JingaChicken,Malissia,93
Popeyes,Glenine,95
JingaChicken,Reyna,92
Popeyes,Hermione,93
JingaChicken,Dottie,98
JingaChicken,Constanta,99
KFC,Elisabetta,96
JingaChicken,Christal,96
KFC,Arleyne,99
JingaChicken,Shanie,94
KFC,Darryl,90
Popeyes,Ilse,98
JingaChicken,Anjanette,92
JingaChicken,Stevena,92
KFC,Aindrea,96
Popeyes,Lenka,92
Popeyes,Lyndel,99
Popeyes,Kesley,90
JingaChicken,Dre,95
KFC,Andriette,93
KFC,Gertruda,94
KFC,Arlie,94
KFC,Kay,92
Popeyes,Winnifred,99
Popeyes,Kayla,97
Popeyes,Dasi,100
JingaChicken,Theadora,92
KFC,Isabelita,97
Popeyes,Milicent,96
JingaChicken,Rayna,92
KFC,Ginnifer,92
JingaChicken,Alli,92
Popeyes,Shoshana,92
Popeyes,Cassandra,91
KFC,Candra,92
Popeyes,Agretha,92
JingaChicken,Devonna,98
JingaChicken,Corly,97
KFC,Alleen,99
JingaChicken,Aleen,100
Popeyes,Tedda,91
KFC,Nady,91
Popeyes,Dacy,92
JingaChicken,Juanita,92
Popeyes,Keeley,94
Popeyes,Cristin,93
Popeyes,Dian,95
KFC,Celie,96
Popeyes,Julia,92
KFC,Belinda,98
KFC,Adaline,99
JingaChicken,Stacie,93
KFC,Mozelle,96
KFC,Rosanna,99
KFC,Marilyn,99
KFC,Maurizia,90
JingaChicken,Aila,93
KFC,Jania,92
Popeyes,Claire,96
JingaChicken,Fiann,98
Popeyes,Ingaborg,92
KFC,Auguste,97
Popeyes,Stephani,91
Popeyes,Natassia,96
KFC,Trixi,91
KFC,Kristin,100
Popeyes,Melva,97
Popeyes,Cicily,90
JingaChicken,Arlinda,94
Popeyes,Gabie,93
KFC,Minna,95
JingaChicken,Alaine,93
JingaChicken,Beatriz,94
JingaChicken,Aggy,93
JingaChicken,Briana,100
Popeyes,Babara,96
KFC,Uta,90
KFC,Dania,98
KFC,Sarita,90
Popeyes,Corissa,98
Popeyes,Fawnia,97
KFC,Sorcha,99
Popeyes,Anderea,100
KFC,Shaylynn,92
KFC,Selma,92
Popeyes,Analiese,92
Popeyes,Amii,100
KFC,Alma,97
KFC,Lonee,90
Popeyes,Lacy,96
JingaChicken,Ally,94
JingaChicken,Riva,97
Popeyes,Ernesta,91
Popeyes,Beatrice,92
KFC,Glori,100
JingaChicken,Kary,90
Popeyes,Nanette,94
Popeyes,Elyssa,97
KFC,Jammie,100
JingaChicken,Joli,93
KFC,Elly,91
JingaChicken,Dosi,93
Popeyes,Holly-anne,99
Popeyes,Stephana,91
JingaChicken,Amber,92
Popeyes,Elana,94
JingaChicken,Ketti,100
JingaChicken,Emogene,91
KFC,Winifred,97
KFC,Jehanna,97
KFC,May,94
KFC,Rania,92
JingaChicken,Olivette,91
KFC,Page,96
Popeyes,Darby,96
Popeyes,Tim,91
JingaChicken,Twila,98
KFC,Sile,95
JingaChicken,Gertruda,94
KFC,Margeaux,90
KFC,Jeanine,93
JingaChicken,Nissie,98
KFC,Rebecca,91
Popeyes,Alex,99
KFC,Florina,93
Popeyes,Shandie,94
JingaChicken,Ronnica,91
Popeyes,Avis,100
JingaChicken,Dixie,92
KFC,Ludovika,93
Popeyes,Kit,99
JingaChicken,Donielle,96
JingaChicken,Sianna,98
Popeyes,Nicoli,90
KFC,Rosanna,97
JingaChicken,Ruthie,95
Popeyes,Bess,98
KFC,Anstice,92
JingaChicken,Cassondra,98
KFC,Andie,91
KFC,Nathalia,94
JingaChicken,Gerry,96
KFC,Xylina,94
Popeyes,Alessandra,90
Popeyes,Glyn,97
JingaChicken,Marcy,93
Popeyes,Gabbey,92
KFC,Junette,99
Popeyes,Jaclyn,95
Popeyes,Florrie,90
KFC,Agna,100
KFC,Monika,97
JingaChicken,Jacquenetta,99
Popeyes,Mead,95
KFC,Cathee,100
KFC,Conny,100
KFC,Millisent,92
JingaChicken,Jeanie,100
KFC,Rebeca,95
JingaChicken,Daveta,97
Popeyes,Harrietta,96
JingaChicken,Christal,92
JingaChicken,Alene,96
KFC,Zea,100
Popeyes,Colleen,94
Popeyes,Denice,95
Popeyes,Gerri,92
JingaChicken,Merralee,96
Popeyes,Irena,90
Popeyes,Stepha,91
Popeyes,Torrie,100
Popeyes,Rasla,95
Popeyes,Corina,97
Popeyes,Georgeanna,93
KFC,Sephira,97
Popeyes,Berthe,98
KFC,Bobbee,94
KFC,Marya,97
JingaChicken,Carry,91
JingaChicken,Lanette,95
JingaChicken,Garnet,99
Popeyes,Ardine,100
JingaChicken,Ainslee,96
KFC,Franny,90
Popeyes,Evvy,93
KFC,Mavra,96
KFC,Darsie,95
Popeyes,Aretha,92
Popeyes,Noella,98
JingaChicken,Masha,98
JingaChicken,Elyssa,100
KFC,Selie,92
KFC,Rita,97
KFC,Elvina,96
Popeyes,Con,94
JingaChicken,Garnet,98
KFC,Teddi,91
JingaChicken,Roze,90
Popeyes,Mira,97
JingaChicken,Frederica,92
KFC,Cicely,91
JingaChicken,Marni,93
KFC,Pennie,94
Popeyes,Maia,98
Popeyes,Lucia,96
Popeyes,Evaleen,95
JingaChicken,Erna,99
KFC,Wandis,91
KFC,Willabella,92
Popeyes,Jania,97
JingaChicken,Alfi,100
KFC,Salomi,93
JingaChicken,Gertruda,97
KFC,Freddi,98
JingaChicken,Issi,100
KFC,Fedora,95
KFC,Felecia,95
JingaChicken,Hulda,100
KFC,Edin,96
Popeyes,Jada,99
KFC,Dyana,95
Popeyes,Tanhya,90
Popeyes,Katherine,100
JingaChicken,Dee,92
Popeyes,Kaylil,94
KFC,Dacy,92
Popeyes,Allis,99
Popeyes,Nicky,98
KFC,Batsheva,98
KFC,Amalea,100
JingaChicken,Lurleen,96
Popeyes,Bev,98
Popeyes,Ayn,99
Popeyes,Farrand,90
Popeyes,Cyndie,93
Popeyes,Shirley,95
Popeyes,Clarinda,100
KFC,Ardyth,92
Popeyes,Jenica,93
JingaChicken,Jessica,100
KFC,Elsy,93
Popeyes,Reiko,94
KFC,Jacquie,96
KFC,Antonetta,97
KFC,Chrissie,90
KFC,Candie,99
KFC,Madelaine,98
JingaChicken,Lucretia,99
KFC,Ilsa,97
KFC,Carri,94
Popeyes,Sharline,91
Popeyes,Leora,92
KFC,Lavinie,92
Popeyes,Gerta,99
KFC,Hyacinthe,94
KFC,Abra,91
KFC,Danette,96
Popeyes,Tybie,93
JingaChicken,Joye,93
JingaChicken,Lorraine,91
JingaChicken,Ludovika,96
KFC,Bidget,100
Popeyes,Twyla,95
Popeyes,Persis,100
KFC,Bobbee,96
JingaChicken,Tierney,90
JingaChicken,Sonnie,99
KFC,Berni,97
JingaChicken,Windy,91
Popeyes,Andi,90
Popeyes,Mil,93
Popeyes,Kaitlyn,95
Popeyes,Gale,95
JingaChicken,Janeta,98
JingaChicken,Carmelina,92
KFC,Jessalin,93
Popeyes,Brittaney,99
JingaChicken,Gladys,92
KFC,Sibeal,97
Popeyes,Merridie,92
KFC,Bert,100
Popeyes,Fina,91
KFC,Ardine,90
JingaChicken,Brenna,100
JingaChicken,Prudi,93
JingaChicken,Hailee,91
KFC,Stafani,98
KFC,Persis,100
KFC,Odette,91
JingaChicken,Livia,96
KFC,Crysta,90
Popeyes,Myrna,92
KFC,Feliza,94
JingaChicken,Ailis,99
JingaChicken,Josy,95
KFC,Ilene,92
KFC,Dorice,98
Popeyes,Bonny,90
KFC,Delphine,98
KFC,Karlee,96
KFC,Karin,93
KFC,Gigi,91
Popeyes,Anallise,94
JingaChicken,Alma,91
KFC,Cheri,96
JingaChicken,Tabbitha,97
KFC,Marlo,92
JingaChicken,Orelee,99
Popeyes,Lisa,91
JingaChicken,Jobyna,94
KFC,Freddy,92
JingaChicken,Remy,95
JingaChicken,Beckie,96
Popeyes,Eimile,93
JingaChicken,Clair,97
JingaChicken,Callie,94
KFC,Trula,93
JingaChicken,Adelind,97
JingaChicken,Lin,98
JingaChicken,Kim,99
KFC,Hildagarde,100
KFC,Jayne,94
JingaChicken,Elly,94
KFC,Petronia,92
JingaChicken,Nanny,93
Popeyes,Daniella,96
KFC,Kalina,92
KFC,Ginnifer,97
Popeyes,Tess,94
Popeyes,Adena,98
JingaChicken,Gianna,99
JingaChicken,Jordain,92
Popeyes,Debbi,95
KFC,Christabel,95
Popeyes,Mel,91
KFC,Vanya,97
Popeyes,Yettie,92
JingaChicken,Kaylil,100
Popeyes,Pippa,90
Popeyes,Fayette,96
Popeyes,Nanette,100
JingaChicken,Violet,96
JingaChicken,Nertie,93
JingaChicken,Jeanne,99
Popeyes,Diandra,91
KFC,Loella,97
Popeyes,Nomi,91
KFC,Imogen,91
JingaChicken,Row,93
Popeyes,Kelli,92
KFC,Valli,99
JingaChicken,Carolann,91
Popeyes,Elsbeth,98
JingaChicken,Lois,97
KFC,Onida,98
KFC,Ulrike,93
JingaChicken,Carine,92
JingaChicken,Cinderella,98
Popeyes,Viva,92
Popeyes,Meggi,97
Popeyes,Tessi,92
Popeyes,Gerladina,94
KFC,Yoshi,100
KFC,Ginny,95
KFC,Corine,92
Popeyes,Jeannette,99
KFC,Bert,97
JingaChicken,Kassi,90
Popeyes,Marys,94
Popeyes,Blancha,94
Popeyes,Jolie,99
Popeyes,Batsheva,99
Popeyes,Adorne,99
JingaChicken,Rosalie,100
JingaChicken,Nomi,95
Popeyes,Stacey,90
Popeyes,Mandi,95
Popeyes,Gwen,95
JingaChicken,Verine,93
KFC,Demeter,90
Popeyes,Juana,99
JingaChicken,Celie,90
Popeyes,Ivy,93
KFC,Angil,91
Popeyes,Dorthea,91
KFC,Lezlie,92
JingaChicken,Brianna,91
Popeyes,Aile,97
JingaChicken,Dasha,97
JingaChicken,Sarine,100
Popeyes,Atalanta,94
Popeyes,Louise,99
JingaChicken,Brandais,92
JingaChicken,Dela,98
Popeyes,Alena,92
JingaChicken,Erika,92
JingaChicken,Hilliary,99
KFC,Yolanthe,98
JingaChicken,Ashlan,90
JingaChicken,Annissa,97
KFC,Francesca,96
KFC,Gretchen,95
Popeyes,Allx,97
JingaChicken,Vivia,97
KFC,Morgen,100
Popeyes,Randa,96
JingaChicken,Julissa,98
KFC,Deirdre,94
Popeyes,Alla,96
Popeyes,Jemie,90
KFC,Kaycee,99
Popeyes,Emiline,95
KFC,Denny,93
KFC,Orsola,96
KFC,Lynea,90
KFC,Ariel,100
Popeyes,Mala,92
